,x
282,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81], [8, 48, 82, 7, 10, 11, 12], [20, 5, 2, 6, 17, 83, 49, 34, 18], [3, 16, 25, 1, 15, 50, 84]]"
283,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81], [8, 48, 82, 7, 10, 11, 12], [20, 5, 2, 6, 17, 83, 49, 34, 18], [3, 16, 25, 1, 15, 50, 84], [85, 5, 2, 6, 1, 86, 15, 87]]"
284,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
285,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
286,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
287,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
288,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
289,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
290,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
291,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
292,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
293,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
294,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
295,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
296,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
297,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
298,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
299,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
300,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
301,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
302,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
303,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
304,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
305,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
306,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
307,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
308,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
309,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
310,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
311,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
312,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
313,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
314,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
315,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
316,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81], [8, 48, 82, 7, 10, 11, 12]]"
317,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81], [8, 48, 82, 7, 10, 11, 12], [20, 5, 2, 6, 17, 83, 49, 34, 18]]"
318,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
319,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
320,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
321,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
322,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
323,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
324,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
325,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
326,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
327,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
328,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
329,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
330,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
331,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
332,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
333,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
334,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
335,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
336,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
337,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
338,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
339,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
340,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
341,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
342,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
343,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
344,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81], [8, 48, 82, 7, 10, 11, 12]]"
345,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
346,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
347,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
348,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
349,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
350,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
351,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
352,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
353,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
354,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
355,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
356,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
357,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
358,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
359,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
360,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
361,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
362,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
363,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
364,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
365,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
366,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
367,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
368,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
369,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
370,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
371,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
372,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
373,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
374,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
375,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
376,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
